trustLevel|totalScanTimeInSeconds|grandTotal|lineItemVoids|scansWithoutRegistration|quantityModifications|scannedLineItemsPerSecond|valuePerSecond|lineItemVoidsPerPosition|fraud
1|1129|87.01|7|2|3|0.00620017714791851|0.0770682019486271|1|0
5|808|52.65|10|5|3|0.0185643564356436|0.0651608910891089|0.666666666666667|0
2|119|57.6|7|1|5|0.0672268907563025|0.484033613445378|0.875|0
2|1021|6.24|1|10|2|0.0029382957884427|0.00611165523996082|0.333333333333333|0
5|94|61.31|1|3|5|0.202127659574468|0.652234042553192|0.0526315789473684|0
2|1561|76.66|4|7|2|0.00704676489429853|0.0491095451633568|0.363636363636364|0
4|1636|5.71|1|5|4|0.0134474327628362|0.00349022004889976|0.0454545454545455|0
4|517|39.77|7|5|1|0.0367504835589942|0.0769245647969052|0.368421052631579|0
2|567|94.25|9|3|2|0.0299823633156966|0.166225749559083|0.529411764705882|0
2|571|33.67|6|10|4|0.0490367775831874|0.0589667250437828|0.214285714285714|1
3|321|33.01|5|6|3|0.0747663551401869|0.102834890965732|0.208333333333333|0
2|1187|64.15|2|9|5|0.0033698399326032|0.0540438079191238|0.5|0
2|358|5.31|0|10|5|0.0335195530726257|0.0148324022346369|0|0
2|1688|52.49|3|5|5|0.004739336492891|0.031095971563981|0.375|0
5|381|68.41|4|2|0|0.0131233595800525|0.179553805774278|0.8|0
6|858|15.69|2|3|0|0.0163170163170163|0.0182867132867133|0.142857142857143|0
1|1666|93.56|6|6|4|0.0078031212484994|0.0561584633853541|0.461538461538462|0
2|618|30.94|6|8|3|0.0161812297734628|0.0500647249190939|0.6|0
5|269|35.05|3|4|5|0.0706319702602231|0.130297397769517|0.157894736842105|0
6|1107|46.63|11|8|4|0.010840108401084|0.042122854561879|0.916666666666667|0
3|471|96.93|9|3|4|0.0445859872611465|0.205796178343949|0.428571428571429|0
1|472|84.08|4|10|3|0.00423728813559322|0.178135593220339|2|0
6|426|13.15|6|10|5|0.0586854460093897|0.030868544600939|0.24|0
3|238|16.65|11|0|4|0.117647058823529|0.0699579831932773|0.392857142857143|0
5|755|48.92|2|8|0|0.033112582781457|0.064794701986755|0.08|0
1|383|66.13|1|1|0|0.0522193211488251|0.17266318537859|0.05|0
6|1210|80.37|3|0|3|0.012396694214876|0.0664214876033058|0.2|0
6|929|46.01|9|7|3|0.0247578040904198|0.0495263724434876|0.391304347826087|0
3|1731|76.79|3|2|3|0.0103986135181976|0.0443616406701329|0.166666666666667|0
3|616|38.62|1|2|2|0.0438311688311688|0.0626948051948052|0.037037037037037|0
6|1032|80.97|11|10|3|0.0290697674418605|0.0784593023255814|0.366666666666667|0
3|1536|79.94|5|9|1|0.00325520833333333|0.0520442708333333|1|0
4|160|89.67|8|5|2|0.00625|0.5604375|8|0
1|1262|40.27|3|5|3|0.0182250396196513|0.0319096671949287|0.130434782608696|1
6|573|44.11|11|3|3|0.043630017452007|0.0769808027923211|0.44|0
2|585|89.34|11|9|1|0.0136752136752137|0.152717948717949|1.375|0
3|738|7.61|7|7|3|0.032520325203252|0.0103116531165312|0.291666666666667|0
1|1122|86.21|7|0|2|0.0151515151515152|0.0768360071301248|0.411764705882353|0
6|1546|92.65|5|2|4|0.00323415265200517|0.0599288486416559|1|0
3|836|18.29|7|9|3|0.0167464114832536|0.021877990430622|0.5|0
3|1584|34.22|8|6|0|0.0132575757575758|0.0216035353535354|0.380952380952381|0
4|877|69.95|2|7|1|0.00228050171037628|0.0797605473204105|1|0
4|1292|66.07|0|9|0|0.00386996904024768|0.0511377708978328|0|0
5|1567|89.94|9|6|5|0.01914486279515|0.0573962986598596|0.3|0
4|1603|49.42|3|10|2|0.0124766063630692|0.0308296943231441|0.15|0
1|453|64.19|10|1|5|0.0132450331125828|0.141699779249448|1.66666666666667|0
1|518|70.73|6|1|0|0.0366795366795367|0.136544401544402|0.315789473684211|0
1|1533|3.12|7|1|5|0.0045662100456621|0.00203522504892368|1|0
6|1746|87.99|0|2|5|0.011454753722795|0.0503951890034364|0|0
3|9|22.6|7|2|0|2.11111111111111|2.51111111111111|0.368421052631579|0
2|949|8.38|5|10|2|0.0200210748155954|0.00883034773445732|0.263157894736842|0
1|264|89.38|4|5|0|0.0416666666666667|0.338560606060606|0.363636363636364|0
5|606|32.18|11|6|3|0.0462046204620462|0.0531023102310231|0.392857142857143|0
5|642|73.45|10|10|5|0.043613707165109|0.114408099688474|0.357142857142857|0
1|201|91.28|0|3|1|0.124378109452736|0.454129353233831|0|0
1|1540|97.98|4|5|4|0.0155844155844156|0.0636233766233766|0.166666666666667|1
2|548|70.39|5|9|3|0.0273722627737226|0.128448905109489|0.333333333333333|0
4|943|70.03|0|1|2|0.00424178154825027|0.0742629904559915|0|0
1|239|72.65|9|1|0|0.0251046025104603|0.30397489539749|1.5|0
4|1027|10.3|6|1|3|0.0262901655306719|0.0100292112950341|0.222222222222222|0
2|73|74.37|4|7|3|0.315068493150685|1.01876712328767|0.173913043478261|0
2|364|62.82|8|8|3|0.0659340659340659|0.172582417582418|0.333333333333333|0
2|1352|29.19|5|5|3|0.0177514792899408|0.0215902366863905|0.208333333333333|0
1|1485|26.27|4|6|3|0.0181818181818182|0.0176902356902357|0.148148148148148|1
4|1758|58.48|1|1|5|0.0159271899886234|0.0332650739476678|0.0357142857142857|0
3|1634|75.66|11|7|5|0.00305997552019584|0.0463035495716034|2.2|0
2|1423|53.52|0|0|2|0.0203794799718904|0.037610681658468|0|0
5|1718|48.24|1|7|5|0.00407450523864959|0.0280791618160652|0.142857142857143|0
5|1276|92.71|3|2|5|0.000783699059561128|0.0726567398119122|3|0
6|1136|90.04|1|7|0|0.000880281690140845|0.0792605633802817|1|0
3|1528|36.01|1|5|3|0.0130890052356021|0.0235667539267016|0.05|0
5|290|23.21|0|5|2|0.0206896551724138|0.0800344827586207|0|0
1|274|37.48|9|3|2|0.0802919708029197|0.136788321167883|0.409090909090909|0
1|1077|50.2|3|3|1|0.0278551532033426|0.04661095636026|0.1|1
2|767|90.66|5|4|2|0.0169491525423729|0.118200782268579|0.384615384615385|0
5|43|7.78|0|6|5|0.627906976744186|0.18093023255814|0|0
2|1607|7.72|4|10|4|0.0074673304293715|0.004803982576229|0.333333333333333|0
2|1656|87.74|8|4|1|0.000603864734299517|0.0529830917874396|8|0
3|515|51.33|8|0|3|0.0330097087378641|0.0996699029126214|0.470588235294118|0
1|1548|79.58|10|7|2|0.0122739018087855|0.0514082687338501|0.526315789473684|1
5|1154|9.8|2|9|2|0.0251299826689775|0.00849220103986135|0.0689655172413793|0
4|1799|60.27|8|8|1|0.00333518621456365|0.0335019455252918|1.33333333333333|0
5|1337|17.13|7|6|1|0.0216903515332835|0.0128122662677636|0.241379310344828|0
4|479|29.84|4|1|3|0.00208768267223382|0.0622964509394572|4|0
2|1805|13.89|9|5|0|0.00443213296398892|0.00769529085872576|1.125|0
6|163|57.22|0|0|5|0.0674846625766871|0.351042944785276|0|0
3|1496|25.76|6|1|2|0.00267379679144385|0.0172192513368984|1.5|0
4|1423|87.2|4|8|5|0.0154602951510892|0.0612789880534083|0.181818181818182|0
1|13|10.24|4|8|3|0.538461538461538|0.787692307692308|0.571428571428571|0
5|1657|84.29|6|4|5|0.00422450211225106|0.0508690404345202|0.857142857142857|0
4|86|52.68|1|5|5|0.0697674418604651|0.612558139534884|0.166666666666667|0
6|917|41.98|4|3|5|0.00763358778625954|0.0457797164667394|0.571428571428571|0
5|1593|62.74|10|3|5|0.0175768989328311|0.0393848085373509|0.357142857142857|0
5|563|21.35|10|10|5|0.00177619893428064|0.0379218472468917|10|0
4|445|46.42|6|10|3|0.0449438202247191|0.104314606741573|0.3|0
5|874|33.7|2|10|5|0.028604118993135|0.038558352402746|0.08|0
3|544|80.15|4|10|2|0.00735294117647059|0.147334558823529|1|0
6|48|46.48|2|7|2|0.291666666666667|0.968333333333333|0.142857142857143|0
5|732|83.35|0|2|3|0.0286885245901639|0.113866120218579|0|0
4|1385|70.6|4|10|5|0.0122743682310469|0.0509747292418773|0.235294117647059|0
5|1812|40.83|8|1|5|0.0022075055187638|0.0225331125827815|2|0
5|671|22.55|0|7|1|0.0327868852459016|0.0336065573770492|0|0
4|439|86.23|5|10|1|0.0592255125284738|0.196423690205011|0.192307692307692|0
1|934|94.3|3|0|2|0.0139186295503212|0.100963597430407|0.230769230769231|0
1|825|42.09|6|5|5|0.0327272727272727|0.0510181818181818|0.222222222222222|1
6|1510|41.42|1|10|3|0.0033112582781457|0.0274304635761589|0.2|0
5|194|99.76|10|7|5|0.0824742268041237|0.514226804123711|0.625|0
5|1701|88.92|2|8|1|0.00881834215167548|0.0522751322751323|0.133333333333333|0
2|1379|99.76|1|4|5|0.0101522842639594|0.0723422770123278|0.0714285714285714|0
4|304|61.72|2|0|5|0.0986842105263158|0.203026315789474|0.0666666666666667|0
5|47|32.21|9|2|1|0.595744680851064|0.68531914893617|0.321428571428571|0
6|1564|86.82|8|6|4|0.0179028132992327|0.0555115089514067|0.285714285714286|0
6|1634|42.9|2|2|3|0.011015911872705|0.0262545899632803|0.111111111111111|0
2|1015|5.44|7|10|3|0.00689655172413793|0.00535960591133005|1|0
4|739|49.75|1|8|1|0.03382949932341|0.0673207036535859|0.04|0
4|1473|48.78|3|3|3|0.00407331975560081|0.0331160896130346|0.5|0
2|1746|44.05|1|3|0|0.00171821305841924|0.0252290950744559|0.333333333333333|0
1|987|62.15|10|8|5|0.0121580547112462|0.062968591691996|0.833333333333333|0
3|263|44.97|5|6|3|0.114068441064639|0.170988593155894|0.166666666666667|0
1|1251|18.15|2|6|3|0.00559552358113509|0.0145083932853717|0.285714285714286|0
4|224|5.62|7|1|2|0.107142857142857|0.0250892857142857|0.291666666666667|0
6|1192|51.26|11|0|0|0.023489932885906|0.043003355704698|0.392857142857143|0
6|1555|92.3|4|8|0|0.0141479099678457|0.0593569131832797|0.181818181818182|0
4|1564|74.77|10|9|2|0.00895140664961637|0.047806905370844|0.714285714285714|0
4|889|61.71|1|5|4|0.00224971878515186|0.0694150731158605|0.5|0
2|617|67.96|0|0|5|0.00162074554294976|0.110145867098865|0|0
3|246|18.32|11|4|2|0.0569105691056911|0.0744715447154472|0.785714285714286|0
1|221|4.9|10|6|4|0.085972850678733|0.0221719457013575|0.526315789473684|0
4|657|97.54|6|5|0|0.0273972602739726|0.148462709284627|0.333333333333333|0
3|64|12.33|10|5|3|0.359375|0.19265625|0.434782608695652|0
2|109|29.42|2|3|1|0.238532110091743|0.269908256880734|0.0769230769230769|0
4|1794|4.14|8|1|1|0.00167224080267559|0.00230769230769231|2.66666666666667|0
3|578|60.9|6|7|4|0.0294117647058824|0.105363321799308|0.352941176470588|0
4|590|57.23|2|3|1|0.0508474576271186|0.097|0.0666666666666667|0
4|1765|15.47|10|8|5|0.00623229461756374|0.00876487252124646|0.909090909090909|0
4|368|76.2|10|7|5|0.00271739130434783|0.207065217391304|10|0
1|511|48.61|11|0|2|0.00978473581213307|0.0951272015655577|2.2|0
4|1797|21.52|6|8|2|0.00890372843628269|0.0119755147468002|0.375|0
2|1065|15.25|4|6|1|0.0150234741784038|0.0143192488262911|0.25|0
6|622|23.85|7|0|4|0.0466237942122186|0.0383440514469453|0.241379310344828|0
4|1156|80.22|6|4|0|0.023356401384083|0.0693944636678201|0.222222222222222|0
5|1017|55.61|10|10|4|0.0245821042281219|0.0546804326450344|0.4|0
2|788|91.04|1|4|1|0.0050761421319797|0.115532994923858|0.25|0
1|872|41.86|3|10|4|0.0252293577981651|0.0480045871559633|0.136363636363636|0
5|983|59.64|5|9|2|0.0213631739572737|0.0606714140386572|0.238095238095238|0
3|1137|76.37|11|3|1|0.0149516270888303|0.0671679859278804|0.647058823529412|0
4|988|70.36|7|10|1|0.0101214574898785|0.0712145748987854|0.7|0
5|999|53.77|2|8|1|0.021021021021021|0.0538238238238238|0.0952380952380952|0
5|1102|91.99|0|3|1|0.0254083484573503|0.083475499092559|0|0
1|1295|45.66|5|7|4|0.00308880308880309|0.0352586872586873|1.25|0
2|9|40.13|7|2|0|1|4.45888888888889|0.777777777777778|0
5|989|22.97|10|0|3|0.0121334681496461|0.0232254802831143|0.833333333333333|0
5|400|62.54|2|9|1|0.0625|0.15635|0.08|0
3|1724|39.12|2|1|1|0.00290023201856148|0.0226914153132251|0.4|0
2|910|37.98|4|5|3|0.0274725274725275|0.0417362637362637|0.16|0
5|433|55.92|4|6|0|0.0069284064665127|0.129145496535797|1.33333333333333|0
3|566|40.21|8|0|5|0.0265017667844523|0.0710424028268551|0.533333333333333|0
3|592|64.42|8|3|5|0.0219594594594595|0.108817567567568|0.615384615384615|0
3|1369|25.08|8|10|2|0.0197224251278305|0.0183199415631848|0.296296296296296|0
3|786|30.86|8|6|3|0.00254452926208651|0.0392620865139949|4|0
2|454|63.78|11|5|0|0.0308370044052863|0.140484581497797|0.785714285714286|0
6|1605|8.4|3|0|2|0.00249221183800623|0.00523364485981308|0.75|0
3|360|36.84|9|3|4|0.0277777777777778|0.102333333333333|0.9|0
1|37|41.8|6|3|1|0.027027027027027|1.12972972972973|6|0
2|858|78.36|3|3|1|0.0174825174825175|0.0913286713286713|0.2|0
3|1493|93.07|11|7|5|0.00669792364367046|0.062337575351641|1.1|0
5|1244|49.41|2|1|3|0.0168810289389068|0.0397186495176849|0.0952380952380952|0
2|939|42.53|8|1|5|0.00638977635782748|0.0452928647497338|1.33333333333333|0
2|374|51.06|6|2|2|0.0240641711229947|0.136524064171123|0.666666666666667|0
5|531|88.33|11|7|5|0.0338983050847458|0.166346516007533|0.611111111111111|0
6|1352|33.23|2|6|2|0.0170118343195266|0.0245784023668639|0.0869565217391304|0
6|1831|60.66|10|4|0|0.00873839432004369|0.0331294374658656|0.625|0
5|617|35.46|8|4|5|0.00648298217179903|0.0574716369529984|2|0
5|521|78.7|11|10|5|0.0134357005758157|0.1510556621881|1.57142857142857|0
3|937|36.43|2|4|0|0.0149413020277481|0.0388794023479189|0.142857142857143|0
5|171|75.29|5|1|4|0.0935672514619883|0.440292397660819|0.3125|0
3|1425|82.7|8|1|3|0.0210526315789474|0.0580350877192982|0.266666666666667|0
2|762|84.22|4|9|1|0.00918635170603675|0.110524934383202|0.571428571428571|0
3|1353|17.55|6|1|5|0.0118255728011826|0.0129711751662971|0.375|0
5|1752|20.51|6|10|2|0.0091324200913242|0.0117066210045662|0.375|0
1|929|10.95|7|8|4|0.00215285252960172|0.0117868675995694|3.5|0
5|1044|56.8|1|8|2|0.00862068965517241|0.0544061302681992|0.111111111111111|0
5|905|74.66|4|0|0|0.0176795580110497|0.0824972375690608|0.25|0
1|1603|87.36|8|10|2|0.0180910792264504|0.0544978165938865|0.275862068965517|1
2|1678|84.32|3|0|1|0.0131108462455304|0.0502502979737783|0.136363636363636|0
1|157|71.51|0|6|1|0.0764331210191083|0.455477707006369|0|0
1|300|57.97|1|9|1|0.09|0.193233333333333|0.037037037037037|1
3|58|88.92|3|8|2|0.327586206896552|1.53310344827586|0.157894736842105|0
3|411|60.25|8|6|5|0.0145985401459854|0.146593673965937|1.33333333333333|0
2|274|17.49|7|10|0|0.0218978102189781|0.0638321167883212|1.16666666666667|0
2|443|83.91|0|10|0|0.0383747178329571|0.18941309255079|0|0
1|1009|31.03|3|7|3|0.0287413280475719|0.0307532210109019|0.103448275862069|1
6|1763|30.98|0|5|5|0.0124787294384572|0.0175723199092456|0|0
2|514|21.55|6|3|4|0.00194552529182879|0.0419260700389105|6|0
3|1397|34.51|7|9|2|0.00858983536148891|0.0247029348604152|0.583333333333333|0
6|1377|3.25|7|1|2|0.0108932461873638|0.0023602033405955|0.466666666666667|0
1|1180|34.29|6|9|1|0.0101694915254237|0.0290593220338983|0.5|0
3|1050|29.28|5|3|4|0.00380952380952381|0.0278857142857143|1.25|0
2|347|46.21|0|2|4|0.0778097982708934|0.133170028818444|0|0
3|1530|92.15|5|2|2|0.00849673202614379|0.0602287581699346|0.384615384615385|0
4|1466|19.16|6|2|0|0.0190995907230559|0.0130695770804911|0.214285714285714|0
1|1338|86.13|8|3|5|0.0224215246636771|0.064372197309417|0.266666666666667|1
6|1336|63.49|6|9|4|0.00149700598802395|0.0475224550898204|3|0
5|709|47.16|7|9|2|0.0126939351198872|0.0665162200282088|0.777777777777778|0
1|660|6.06|3|7|1|0.0272727272727273|0.00918181818181818|0.166666666666667|0
2|1749|44.45|3|0|3|0.0148656375071469|0.0254145225843339|0.115384615384615|0
6|1436|23.29|3|3|5|0.0181058495821727|0.0162186629526462|0.115384615384615|0
4|1350|50.16|5|7|1|0.00592592592592593|0.0371555555555556|0.625|0
3|329|42.32|7|6|5|0.088145896656535|0.128632218844985|0.241379310344828|0
4|570|86.95|2|10|3|0.00175438596491228|0.152543859649123|2|0
3|663|81.29|10|2|1|0.0346907993966818|0.122609351432881|0.434782608695652|0
3|1488|31.77|4|9|2|0.0201612903225806|0.0213508064516129|0.133333333333333|0
2|772|10.02|9|3|5|0.0259067357512953|0.012979274611399|0.45|0
1|1717|26.33|2|4|4|0.0046592894583576|0.0153348864298195|0.25|0
1|214|87.58|6|1|5|0.014018691588785|0.409252336448598|2|0
2|945|74.81|0|10|3|0.00952380952380952|0.0791640211640212|0|0
3|689|76.55|6|1|1|0.0217706821480406|0.111103047895501|0.4|0
4|1238|17.79|8|0|0|0.0153473344103393|0.0143699515347334|0.421052631578947|0
3|343|87.23|11|4|4|0.0728862973760933|0.254314868804665|0.44|0
5|726|48.3|1|10|4|0.0192837465564738|0.0665289256198347|0.0714285714285714|0
1|578|27.34|10|6|1|0.0519031141868512|0.0473010380622837|0.333333333333333|1
6|911|82.58|4|9|5|0.0142700329308452|0.0906476399560922|0.307692307692308|0
3|1174|36.22|9|1|4|0.00851788756388416|0.0308517887563884|0.9|0
5|754|6.84|0|8|5|0.0397877984084881|0.00907161803713528|0|0
4|545|71.55|10|3|5|0.0532110091743119|0.131284403669725|0.344827586206897|0
2|1588|58.63|9|2|0|0.0138539042821159|0.0369206549118388|0.409090909090909|0
3|1049|60.81|5|1|5|0.0181124880838894|0.0579694947569113|0.263157894736842|0
5|258|42.48|8|3|3|0.0193798449612403|0.164651162790698|1.6|0
5|1410|7.64|6|3|3|0.00567375886524823|0.00541843971631206|0.75|0
5|1825|61.79|10|2|4|0.000547945205479452|0.0338575342465753|10|0
2|1510|83.44|1|2|2|0.00132450331125828|0.0552582781456954|0.5|0
5|855|43.87|3|0|0|0.0339181286549708|0.0513099415204678|0.103448275862069|0
4|9|73.77|4|3|3|1.33333333333333|8.19666666666667|0.333333333333333|0
2|822|55.56|7|5|2|0.0316301703163017|0.0675912408759124|0.269230769230769|0
1|486|46.5|4|1|3|0.037037037037037|0.095679012345679|0.222222222222222|0
1|1266|11.09|0|0|4|0.0181674565560821|0.00875987361769352|0|0
6|1246|80.08|8|6|2|0.00240770465489567|0.0642696629213483|2.66666666666667|0
4|1260|49.5|10|5|5|0.00158730158730159|0.0392857142857143|5|0
3|21|51.08|0|1|2|0.19047619047619|2.43238095238095|0|0
5|942|16.19|9|3|1|0.00212314225053079|0.0171868365180467|4.5|0
5|1051|98.8|5|7|3|0.00951474785918173|0.0940057088487155|0.5|0
3|791|66.37|2|1|5|0.0214917825537295|0.0839064475347661|0.117647058823529|0
3|1784|8.08|11|6|0|0.0162556053811659|0.00452914798206278|0.379310344827586|0
1|777|15.53|9|7|1|0.0231660231660232|0.01998712998713|0.5|0
3|1588|5.97|11|7|2|0.0119647355163728|0.00375944584382872|0.578947368421053|0
1|29|8.35|9|10|0|0.206896551724138|0.287931034482759|1.5|0
2|1221|52.94|10|5|3|0.00163800163800164|0.0433579033579034|5|0
5|32|63.99|8|8|0|0.28125|1.9996875|0.888888888888889|0
4|1177|33.67|0|10|2|0.00764655904842821|0.028606627017842|0|0
2|378|70.18|1|0|2|0.0211640211640212|0.185661375661376|0.125|0
2|61|31.49|10|1|5|0.180327868852459|0.516229508196721|0.909090909090909|0
1|653|56.89|9|2|2|0.0367534456355283|0.0871209800918836|0.375|0
1|705|35.11|10|10|3|0.00141843971631206|0.0498014184397163|10|0
4|1015|57.97|2|4|2|0.0147783251231527|0.0571133004926108|0.133333333333333|0
1|1612|31.34|2|4|3|0.0086848635235732|0.0194416873449132|0.142857142857143|0
2|1194|89.82|10|7|3|0.0201005025125628|0.0752261306532663|0.416666666666667|0
5|276|98.07|11|2|1|0.101449275362319|0.355326086956522|0.392857142857143|0
2|1754|37.07|9|1|2|0.00741163055872292|0.0211345496009122|0.692307692307692|0
4|246|14.42|11|9|3|0.024390243902439|0.0586178861788618|1.83333333333333|0
4|1507|64.41|0|1|4|0.0192435301924353|0.0427405441274054|0|0
2|59|34.06|5|10|4|0.338983050847458|0.57728813559322|0.25|0
2|1014|24.1|8|10|0|0.00394477317554241|0.023767258382643|2|0
2|1135|43.08|11|2|3|0.0114537444933921|0.0379559471365639|0.846153846153846|0
6|1153|26.74|6|3|1|0.0164787510841284|0.0231916738941891|0.315789473684211|0
5|183|37.97|6|2|0|0.158469945355191|0.207486338797814|0.206896551724138|0
3|603|96.11|10|7|0|0.0149253731343284|0.1593864013267|1.11111111111111|0
1|236|72.36|2|3|2|0.0593220338983051|0.306610169491525|0.142857142857143|0
1|1414|59.27|6|5|4|0.0127298444130127|0.0419165487977369|0.333333333333333|0
2|224|67.69|0|9|5|0.116071428571429|0.3021875|0|0
4|1601|63.76|8|5|4|0.00749531542785759|0.0398251093066833|0.666666666666667|0
5|1603|20.08|2|5|4|0.00623830318153462|0.0125265127885215|0.2|0
2|279|1.9|1|4|5|0.043010752688172|0.00681003584229391|0.0833333333333333|0
6|1080|69.71|2|10|1|0.0212962962962963|0.0645462962962963|0.0869565217391304|0
6|821|79.78|6|4|5|0.00121802679658952|0.0971741778319123|6|0
5|132|42.07|1|5|5|0.151515151515152|0.318712121212121|0.05|0
4|867|7.01|8|8|4|0.0219146482122261|0.00808535178777393|0.421052631578947|0
4|1335|12.99|4|5|4|0.00599250936329588|0.00973033707865169|0.5|0
5|898|96.88|11|7|1|0.0111358574610245|0.107884187082405|1.1|0
6|299|10.02|0|7|5|0.020066889632107|0.0335117056856187|0|0
1|1244|57.08|4|10|0|0.00241157556270096|0.0458842443729904|1.33333333333333|0
1|256|61.87|4|3|1|0.07421875|0.2416796875|0.210526315789474|0
4|679|79.95|9|4|0|0.0191458026509573|0.117746686303387|0.692307692307692|0
6|1316|14.22|5|10|3|0.0159574468085106|0.0108054711246201|0.238095238095238|0
2|1303|37.6|3|10|2|0.0153491941673062|0.0288564850345357|0.15|0
1|164|51.79|4|9|5|0.0426829268292683|0.315792682926829|0.571428571428571|0
2|131|33.74|11|5|4|0.099236641221374|0.257557251908397|0.846153846153846|0
1|849|54.97|2|7|5|0.00588928150765607|0.0647467608951708|0.4|0
3|1803|25.56|8|6|1|0.00332778702163062|0.0141763727121464|1.33333333333333|0
6|683|35.22|11|5|5|0.0102489019033675|0.0515666178623719|1.57142857142857|0
3|1364|23.4|6|10|1|0.00586510263929619|0.0171554252199414|0.75|0
2|420|12.45|11|8|5|0.0285714285714286|0.0296428571428571|0.916666666666667|0
6|421|93.15|3|9|4|0.0593824228028504|0.22125890736342|0.12|0
1|422|55.55|5|8|4|0.0497630331753555|0.131635071090047|0.238095238095238|0
6|569|60.21|2|10|2|0.0474516695957821|0.105817223198594|0.0740740740740741|0
4|1722|28.98|2|8|0|0.0104529616724739|0.0168292682926829|0.111111111111111|0
5|992|8.43|10|0|0|0.0151209677419355|0.00849798387096774|0.666666666666667|0
2|216|21.97|1|5|4|0.0277777777777778|0.101712962962963|0.166666666666667|0
5|934|57.43|5|1|0|0.0235546038543897|0.0614882226980728|0.227272727272727|0
2|1639|81.7|4|7|0|0.00793166564978645|0.0498474679682733|0.307692307692308|0
5|1676|78.04|9|2|5|0.00178997613365155|0.046563245823389|3|0
5|999|99.68|0|9|1|0.019019019019019|0.0997797797797798|0|0
4|811|26.63|9|0|0|0.0123304562268804|0.0328360049321825|0.9|0
6|1672|49.51|10|8|4|0.0119617224880383|0.0296112440191388|0.5|0
5|664|87.01|7|2|1|0.0180722891566265|0.131039156626506|0.583333333333333|0
2|949|44.54|0|2|4|0.0189673340358272|0.0469336143308746|0|0
4|1787|35.51|2|6|5|0.00335758254057079|0.0198712926692781|0.333333333333333|0
1|1209|98.16|6|9|2|0.0124069478908189|0.0811910669975186|0.4|0
5|1336|46.72|2|2|2|0.00973053892215569|0.0349700598802395|0.153846153846154|0
6|1034|11.99|5|4|5|0.0222437137330754|0.0115957446808511|0.217391304347826|0
6|1570|83.22|5|6|3|0.00700636942675159|0.0530063694267516|0.454545454545455|0
2|1409|60.44|8|6|5|0.0063875088715401|0.0428956706884315|0.888888888888889|0
5|1230|54.94|1|7|5|0.0203252032520325|0.0446666666666667|0.04|0
2|1389|61.28|2|6|2|0.0143988480921526|0.0441180705543557|0.1|0
1|739|32.23|5|1|3|0.0284167794316644|0.0436129905277402|0.238095238095238|0
1|300|64.64|7|6|1|0.06|0.215466666666667|0.388888888888889|0
2|803|46.35|9|5|2|0.0224159402241594|0.0577210460772105|0.5|0
2|674|99.3|8|7|3|0.00890207715133531|0.147329376854599|1.33333333333333|0
2|1146|42.83|1|4|5|0.0226876090750436|0.0373734729493892|0.0384615384615385|0
2|405|71.52|2|0|0|0.0592592592592593|0.176592592592593|0.0833333333333333|0
4|911|69.28|10|10|0|0.0241492864983535|0.0760482985729967|0.454545454545455|0
1|1659|75.72|2|2|5|0.00783604581072935|0.0456419529837251|0.153846153846154|0
5|1346|36.21|10|10|0|0.012630014858841|0.0269019316493314|0.588235294117647|0
3|526|89.39|10|4|4|0.0342205323193916|0.169942965779468|0.555555555555556|0
6|1204|13.7|1|0|1|0.0215946843853821|0.0113787375415282|0.0384615384615385|0
2|553|39.31|1|10|4|0.0307414104882459|0.0710849909584087|0.0588235294117647|0
1|1000|76.72|5|5|2|0.024|0.07672|0.208333333333333|1
1|471|43.78|4|3|0|0.0488322717622081|0.0929511677282378|0.173913043478261|0
1|157|2.13|5|3|3|0.140127388535032|0.0135668789808917|0.227272727272727|0
5|235|1.8|0|9|2|0.0936170212765957|0.00765957446808511|0|0
6|25|55.37|6|3|0|0.68|2.2148|0.352941176470588|0
1|551|81.87|2|0|2|0.00544464609800363|0.148584392014519|0.666666666666667|0
3|1223|81.14|5|5|4|0.000817661488143908|0.0663450531479967|5|0
5|809|44.01|5|8|0|0.0160692212608158|0.0544004944375773|0.384615384615385|0
6|1053|35.03|1|5|1|0.0284900284900285|0.0332668566001899|0.0333333333333333|0
6|1315|30.49|0|9|5|0.0152091254752852|0.0231863117870722|0|0
1|976|46.3|7|0|4|0.00307377049180328|0.0474385245901639|2.33333333333333|0
4|160|59.93|0|0|5|0.1125|0.3745625|0|0
1|1060|88.99|10|2|3|0.0273584905660377|0.0839528301886792|0.344827586206897|1
6|687|74.39|9|5|1|0.0436681222707424|0.108282387190684|0.3|0
3|821|36.44|11|0|2|0.02557856272838|0.0443848964677223|0.523809523809524|0
5|227|21.34|0|0|0|0.039647577092511|0.0940088105726872|0|0
4|1065|48.8|3|2|2|0.0131455399061033|0.0458215962441315|0.214285714285714|0
1|900|12.28|2|2|1|0.01|0.0136444444444444|0.222222222222222|0
3|433|32.5|7|2|0|0.0254041570438799|0.0750577367205543|0.636363636363636|0
5|767|58.42|11|9|5|0.0352020860495437|0.0761668839634941|0.407407407407407|0
2|1672|25.19|6|4|1|0.0119617224880383|0.0150657894736842|0.3|0
6|1331|23.66|2|4|3|0.0067618332081142|0.0177761081893313|0.222222222222222|0
5|1066|54.11|11|10|5|0.0225140712945591|0.0507598499061914|0.458333333333333|0
4|810|93.76|2|4|2|0.0308641975308642|0.115753086419753|0.08|0
